Name;RxFreq;
SR3DMR TX;145.612500
SR3DMR RX;145.012500
SR3X TX;145.762500
SR3X RX;145.162500
SR3P TX;145.650000
SR3P RX;145.050000
SR3PO TX;439.200000
SR3PO RX;431.600000
SR3XX TX;439.025000
SR3XX RX;431.425000
SR3XXX TX;438.700000
SR3XXX RX;431.100000
SR3SR TX;439.100000
SR3SR RX;431.500000
SR3PB TX;438.875000
SR3PB RX;431.275000
SR3L TX;145.775000
SR3L RX;145.175000
